tv,season,episode_number,title,airdate,rating,total_votes,episode_desc,encoded_title,show_desc
Inside No. 9,1,1,Sardines,"Feb 13, 2014",8.0,2336,A family team-building game of sardines (similar to hide and seek) in a rural country mansion leads to a dark and sinister discovery.,tt2674806,"Anthology series which mixes dark humor with genres like crime, horror or drama. The show invites viewers into some very different No.9s, where the ordinary and mundane rub shoulders with the extraordinary and macabre."
Inside No. 9,1,2,A Quiet Night In,"Feb 20, 2014",8.9,2790,"A couple of silent bungling burglars try to steal a painting from a luxury home at the same time as the owner and his ""missus"" are having a serious fight.",tt2674806,"Anthology series which mixes dark humor with genres like crime, horror or drama. The show invites viewers into some very different No.9s, where the ordinary and mundane rub shoulders with the extraordinary and macabre."
Inside No. 9,1,3,Tom & Gerri,"Feb 27, 2014",8.4,2168,A man enters a downward spiral when he befriends a mysterious tramp.,tt2674806,"Anthology series which mixes dark humor with genres like crime, horror or drama. The show invites viewers into some very different No.9s, where the ordinary and mundane rub shoulders with the extraordinary and macabre."
Inside No. 9,1,4,Last Gasp,"Mar 6, 2014",7.0,1775,"A pop star dies while making a home visit to a sick girl, leaving his entourage and the family squabbling over a balloon which holds his dying breath.",tt2674806,"Anthology series which mixes dark humor with genres like crime, horror or drama. The show invites viewers into some very different No.9s, where the ordinary and mundane rub shoulders with the extraordinary and macabre."
Inside No. 9,1,5,The Understudy,"Mar 13, 2014",7.0,1655,"An acting understudy eventually assumes center stage, but at a price.",tt2674806,"Anthology series which mixes dark humor with genres like crime, horror or drama. The show invites viewers into some very different No.9s, where the ordinary and mundane rub shoulders with the extraordinary and macabre."
Inside No. 9,1,6,The Harrowing,"Mar 20, 2014",7.0,1710,"In this horror comedy with a grim twist, a teenage girl is hired to house sit, but it appears that there are scary things going on in this home.",tt2674806,"Anthology series which mixes dark humor with genres like crime, horror or drama. The show invites viewers into some very different No.9s, where the ordinary and mundane rub shoulders with the extraordinary and macabre."
Inside No. 9,2,1,La Couchette,"Mar 26, 2015",8.1,1853,"A group of passengers on a train from France try to get some sleep, but the compartment quickly fills up and the possibility of sleep dwindles away. Then one of the passengers suddenly dies.",tt2674806,"Anthology series which mixes dark humor with genres like crime, horror or drama. The show invites viewers into some very different No.9s, where the ordinary and mundane rub shoulders with the extraordinary and macabre."
Inside No. 9,2,2,The 12 Days of Christine,"Apr 2, 2015",9.2,3115,"When Christine brings a man home from a costume party, her life begins to unravel. Her happiness slowly turns to sorrow.",tt2674806,"Anthology series which mixes dark humor with genres like crime, horror or drama. The show invites viewers into some very different No.9s, where the ordinary and mundane rub shoulders with the extraordinary and macabre."
Inside No. 9,2,3,The Trial of Elizabeth Gadge,"Apr 9, 2015",7.3,1531,"In the 17th century, two witch-finders are summoned to the unassuming village of Little Happens to try an old woman.",tt2674806,"Anthology series which mixes dark humor with genres like crime, horror or drama. The show invites viewers into some very different No.9s, where the ordinary and mundane rub shoulders with the extraordinary and macabre."
Inside No. 9,2,4,Cold Comfort,"Apr 16, 2015",8.5,1788,"Andy takes a job at Comfort Support Line's call center, a helpline for the lonely and desperate. Will he be able to cope with the emotional stress after he becomes the target of a stalker?",tt2674806,"Anthology series which mixes dark humor with genres like crime, horror or drama. The show invites viewers into some very different No.9s, where the ordinary and mundane rub shoulders with the extraordinary and macabre."
Inside No. 9,2,5,Nana's Party,"Apr 23, 2015",7.4,1460,It's Nana's 79th birthday and she's to spend the afternoon with her whole family. But events take an unexpected turn.,tt2674806,"Anthology series which mixes dark humor with genres like crime, horror or drama. The show invites viewers into some very different No.9s, where the ordinary and mundane rub shoulders with the extraordinary and macabre."
Inside No. 9,2,6,Seance Time,"Apr 29, 2015",7.1,1339,"Having never consulted the spirit world before, Tina isn't quite sure what to expect. But there's something already waiting for her on the Other Side - The Scaredy Cam. However, there's something waiting for the Scaredy Cam team as well.",tt2674806,"Anthology series which mixes dark humor with genres like crime, horror or drama. The show invites viewers into some very different No.9s, where the ordinary and mundane rub shoulders with the extraordinary and macabre."
Inside No. 9,3,1,The Devil of Christmas,"Dec 27, 2016",7.8,1554,"A director talks about his old horror film. It's Austria, Krampusnacht, December 1977. The Devonshires arrive at the alpine chalet for a holiday. The caretaker, Klaus, tells them about a local legend of Krampus, the Devil of Christmas.",tt2674806,"Anthology series which mixes dark humor with genres like crime, horror or drama. The show invites viewers into some very different No.9s, where the ordinary and mundane rub shoulders with the extraordinary and macabre."
Inside No. 9,3,2,The Bill,"Feb 21, 2017",8.3,1594,A group of friends go out for tapas after a day of golfing; but tempers escalate quickly when they can't agree on how to settle the bill. Who will pay the ultimate price?,tt2674806,"Anthology series which mixes dark humor with genres like crime, horror or drama. The show invites viewers into some very different No.9s, where the ordinary and mundane rub shoulders with the extraordinary and macabre."
Inside No. 9,3,3,The Riddle of the Sphinx,"Feb 28, 2017",8.6,1700,A professor at the University of Cambridge attempts to teach a student how to solve a cryptic crossword.,tt2674806,"Anthology series which mixes dark humor with genres like crime, horror or drama. The show invites viewers into some very different No.9s, where the ordinary and mundane rub shoulders with the extraordinary and macabre."
Inside No. 9,3,4,Empty Orchestra,"Mar 7, 2017",7.1,1371,"The show breaks format with a lighter episode with no twists. At an 80's-themed karaoke party for their boss, a group of office workers expresses their feelings through their choice of songs. Rivalries escalate as news of layoff arrive.",tt2674806,"Anthology series which mixes dark humor with genres like crime, horror or drama. The show invites viewers into some very different No.9s, where the ordinary and mundane rub shoulders with the extraordinary and macabre."
Inside No. 9,3,5,Diddle Diddle Dumpling,"Mar 14, 2017",7.9,1408,"After finding a lost shoe in the street, a man becomes fixated on trying to trace its owner.",tt2674806,"Anthology series which mixes dark humor with genres like crime, horror or drama. The show invites viewers into some very different No.9s, where the ordinary and mundane rub shoulders with the extraordinary and macabre."
Inside No. 9,3,6,Private View,"Mar 21, 2017",7.6,1245,"A group of strangers are invited to attend a private exhibition at an art gallery, but none of them knows why they were invited.",tt2674806,"Anthology series which mixes dark humor with genres like crime, horror or drama. The show invites viewers into some very different No.9s, where the ordinary and mundane rub shoulders with the extraordinary and macabre."
Inside No. 9,4,1,Zanzibar,"Jan 2, 2018",8.2,1690,"Strangely-farcical goings-on are in store for a group of unwitting guests, who have all booked adjoining rooms on the ninth floor of the Zanzibar hotel in London.",tt2674806,"Anthology series which mixes dark humor with genres like crime, horror or drama. The show invites viewers into some very different No.9s, where the ordinary and mundane rub shoulders with the extraordinary and macabre."
